name,category,expression,coverage,ic_mean,rank_ic_mean,icir,rank_icir,ic_positive_rate,annual_return,annual_volatility,sharpe,max_drawdown,mean_turnover,total_cost,final_net_value,warnings
momentum_20,classic,"Rank(close / Delay(close, 20) - 1)",0.8888888888888888,0.012175106388983383,0.007607334494651639,1.0145943250577412,0.6393708479040128,0.5345911949685535,0.28551357761988494,0.16721299130369668,1.5862281861091017,-0.09932313824130545,0.16555555555555554,0.0298,1.1964978036438831,[]
reversal_5,classic,"-Rank(close / Delay(close, 5) - 1)",0.9722222222222222,0.02287584922454299,0.02704154040888343,1.8572788790775905,2.2923586599061223,0.5344827586206896,0.19723692209181554,0.17907777342145484,1.0946977076853122,-0.12289263406951523,0.40555555555555556,0.07300000000000001,1.137215917482718,[]
low_volatility_20,classic,"-Rank(Std(close / Delay(close, 1) - 1, 20))",0.8888888888888888,0.022063137638765763,0.025659537851281295,1.8885369491303463,2.2330050153050984,0.5031446540880503,0.06031145955896422,0.13133543702160083,0.5115893927059477,-0.099963961294803,0.10777777777777776,0.019400000000000004,1.0427177191972565,[]
volume_price_corr_20,classic,"-Rank(Corr(close, volume, 20))",0.8944444444444445,-0.021395935883161375,-0.019085094549499443,-1.8415423503106034,-1.6925971749321194,0.48125,-0.07045541924278498,0.15975430556224673,-0.37760392556177025,-0.19361748047749017,0.2188888888888889,0.039400000000000004,0.9491522329167714,[]
volume_expansion,classic,"Rank(Mean(volume, 5) / Mean(volume, 20) - 1)",0.8944444444444445,-0.026723603819815634,-0.024869299221357062,-2.1141331399352254,-1.9835225108615555,0.40625,-0.16650709799772556,0.16584172036045006,-1.0150889692608989,-0.22087881395146414,0.3433333333333333,0.06180000000000001,0.8780138391226063,[]
amihud_liquidity_20,classic,"-Rank(Mean(Abs(close / Delay(close, 1) - 1) / (amount + 1), 20))",0.8888888888888888,0.006251751196975897,0.005357455173812973,0.5650417743766556,0.49014490638950275,0.5283018867924528,0.06658501211719092,0.16131287214970202,0.48014903039588486,-0.16768135322349553,0.10111111111111111,0.0182,1.0471207577900923,[]
overnight_gap,classic,"Rank(open / Delay(close, 1) - 1)",0.9944444444444445,-0.0009401899893937974,0.005001812250815519,-0.0815156406289161,0.4244307988831932,0.4943820224719101,-0.09666443417141601,0.1576666905035092,-0.5657363492871177,-0.14262630149346778,0.8044444444444442,0.1448,0.9299586741004582,[]
random_baseline_s143,random,"Rank(Corr(vwap, volume, 10)) + Rank(Delta(close, 2))",0.95,-0.008164273762707083,-0.006158572215030638,-0.6552971197923941,-0.5156158469650252,0.4764705882352941,-0.17429837557938388,0.16169000750240986,-1.1032730680218203,-0.1629439261718968,0.5166666666666667,0.093,0.8721435161432535,[]
vwap_reversion_5d,llm_single,"-(close - Mean(vwap, 5)) / Std(vwap, 5)",0.9777777777777777,0.027818256258656478,0.030732559987287463,2.399146345591929,2.7806284346491195,0.5657142857142857,0.2015594506376257,0.16943060423492964,1.1688180735188372,-0.15839509176672795,0.691111111111111,0.12440000000000001,1.1401471411105486,[]
vwap_reversion_10d,llm_feedback,"-(close - Mean(vwap, 10)) / Std(vwap, 10)",0.95,0.015724099804450508,0.019399332591768636,1.3505216365863568,1.7656482039832666,0.5352941176470588,0.06183528930632742,0.16480417495598237,0.44635320840194503,-0.17682846537011643,0.4788888888888888,0.0862,1.043787888753084,[]
